"tipo_aeroplano","aeroporto"
"757","'OHA'"
"ERJ145","'CBM'"
"787","'TSE'"
"727","'MTJ'"
"777","'VSA'"
"707","'IOS'"
"747","'VLS'"
"767","'IEG'"
"ERJ145","'LGW'"
"A321","'MKY'"
"747","'VPZ'"
"747","'MRI'"
"707","'HYS'"
"CRJ700","'MAI'"
"777","'SLV'"
"767","'CBV'"
"767","'PVG'"
"ERJ145","'KFE'"
"757","'LOT'"
"CRJ440","'CLW'"
"190","'CNG'"
"A320","'DMA'"
"CRJ700","'JQA'"
"190","'ILM'"
"707","'GPL'"
"A319","'BNU'"
"747","'BGO'"
"190","'MGJ'"
"CRJ700","'AEB'"
"CRJ100","'CAP'"
"787","'NUW'"
"MD80","'YDG'"
"170","'LAS'"
"CRJ700","'ZQL'"
"737","'ALR'"
"CRJ700","'OKK'"
"747","'NIS'"
"A320","'OSI'"
"170","'DHM'"
"767","'WVB'"
"A319","'LHW'"
"747","'WIO'"
"CRJ440","'TLU'"
"787","'LDU'"
"787","'OMS'"
"787","'STY'"
"MD80","'HUT'"
"A320","'CBN'"
"737","'HTN'"
"A332","'MUH'"
"767","'BOG'"
"777","'POC'"
"757","'KUD'"
"CRJ700","'HTS'"
"A319","'GMU'"
"CRJ440","'HDI'"
"ERJ145","'RAM'"
"777","'HRL'"
"MD80","'TET'"
"MD80","'CMR'"
"727","'KOI'"
"737","'YGM'"
"727","'JTC'"
"A321","'FTW'"
"CRJ700","'EDF'"
"CRJ440","'MAU'"
"767","'OHA'"
"757","'BJR'"
"CRJ440","'CRL'"
"757","'OYE'"
"767","'MLA'"
"727","'SGI'"
"767","'AJR'"
"787","'BQA'"
"767","'SFT'"
"A332","'UOL'"
"CRJ700","'DZA'"
"CRJ700","'VCA'"
"MD80","'TBH'"
"CRJ100","'VHV'"
"757","'ACH'"
"190","'ILY'"
"ERJ145","'PIM'"
"ERJ145","'DYR'"
"A321","'NIO'"
"170","'PSC'"
"ERJ145","'ADM'"
"737","'YAL'"
"ERJ145","'RIH'"
"727","'MJM'"
"A321","'POZ'"
"787","'PGK'"
"747","'BWI'"
"MD80","'WAE'"
"737","'BBP'"
"A321","'MBA'"
"CRJ700","'EVG'"
"A332","'RWF'"
"727","'MCL'"
"ERJ145","'KHJ'"
"ERJ145","'TIZ'"
"MD80","'KUF'"
"CRJ700","'KFE'"
"767","'GYI'"
"190","'CMI'"
"707","'MUC'"
"727","'CSM'"
"CRJ700","'VOD'"
"A319","'BAD'"
"747","'TRO'"
"ERJ145","'RES'"
"707","'KAU'"
"777","'MEE'"
"CRJ100","'KOI'"
"190","'BWA'"
"747","'BGF'"
"727","'CNJ'"
"A319","'YYC'"
"787","'PEQ'"
"170","'MXN'"
"767","'QND'"
"CRJ440","'VBS'"
"727","'NDR'"
"787","'KAC'"
"CRJ700","'ENF'"
"A321","'JDF'"
"747","'FIK'"
"757","'TGU'"
"CRJ100","'HOI'"
"777","'LLV'"
"CRJ700","'FBD'"
"CRJ100","'NAG'"
"CRJ440","'JMS'"
"CRJ700","'PBN'"
"747","'MWA'"
"ERJ145","'VCD'"
"767","'ILU'"
"777","'JRN'"
"A332","'SJY'"
"757","'EGI'"
"A319","'ULD'"
"A319","'YGP'"
"ERJ145","'TTA'"
"787","'AYS'"
"A332","'BAH'"
"MD80","'PJG'"
"170","'MCN'"
"ERJ145","'YBO'"
"A320","'GYD'"
"CRJ100","'BCU'"
"A320","'FOC'"
"757","'MEK'"
"757","'ACD'"
"777","'MEB'"
"727","'BKB'"
"CRJ700","'TZL'"
"727","'CAT'"
"737","'CAE'"
"170","'RHD'"
"A332","'EKB'"
"A320","'BPF'"
"727","'YVG'"
"737","'FRG'"
"747","'TMH'"
"A321","'KUD'"
"CRJ100","'ZWL'"
"CRJ100","'LSI'"
"MD80","'CLU'"
"A332","'MCX'"
"ERJ145","'MOB'"
"MD80","'QSI'"
"170","'MLB'"
"170","'LPS'"
"CRJ100","'YTY'"
"707","'XFN'"
"CRJ100","'OCA'"
"190","'HIF'"
"190","'TNX'"
"757","'PZU'"
"A320","'WHK'"
"170","'CIW'"
"707","'AKW'"
"A319","'IAO'"
"727","'PNE'"
"707","'RAM'"
"A320","'BPN'"
"727","'AVR'"
"777","'LEJ'"
"A332","'GUA'"
"CRJ440","'YZS'"
"767","'NYI'"
"A321","'HAW'"
"737","'YSQ'"
"A321","'OPF'"
"A319","'YLD'"
"CRJ440","'MYD'"
"190","'AHS'"
"170","'ARI'"
"767","'LUM'"
"A321","'JPA'"
"767","'TOI'"
"747","'DET'"
"757","'GRJ'"
"757","'BPE'"
"A319","'PBU'"
"A320","'WMN'"
"707","'BCE'"
"707","'SDM'"
"767","'FUN'"
"727","'SDV'"
"737","'KWA'"
"MD80","'YSD'"
"737","'ANN'"
"170","'DRT'"
"777","'MBU'"
"A321","'TCG'"
"A332","'YZY'"
"737","'ACF'"
"A320","'NLD'"
"777","'HRE'"
"727","'CIW'"
"767","'RKH'"
"737","'MOQ'"
"707","'AYT'"
"767","'BKZ'"
"A332","'YTM'"
"A319","'BEU'"
"777","'OZP'"
"747","'AYS'"
"737","'LNA'"
"170","'IOS'"
"A321","'ROP'"
"CRJ100","'SBA'"
"ERJ145","'HIB'"
"170","'TIY'"
"777","'WTN'"
"A332","'SCW'"
"CRJ100","'VPY'"
"787","'WTN'"
"CRJ700","'SDP'"
"ERJ145","'VEY'"
"767","'HRM'"
"A319","'PMY'"
"777","'AAQ'"
"727","'AIU'"
"787","'HGR'"
"A320","'MSC'"
"767","'BUG'"
"CRJ440","'NEC'"
"727","'SKU'"
"A319","'LRE'"
"777","'YQI'"
"757","'DUB'"
"787","'YOS'"
"787","'KLD'"
"A332","'HHE'"
"CRJ100","'JIU'"
"A320","'SME'"
"MD80","'AGT'"
"190","'ALI'"
"CRJ440","'OAS'"
"A319","'BVA'"
"CRJ440","'TJU'"
"A320","'NDJ'"
"787","'ECH'"
"787","'ESH'"
"MD80","'MYL'"
"707","'LUF'"
"A321","'DXB'"
"707","'FAI'"
"CRJ100","'SKT'"
"707","'PUT'"
"737","'YSB'"
"A332","'KKS'"
"CRJ440","'ZMT'"
"737","'ERC'"
"CRJ700","'PNT'"
"747","'DZN'"
"MD80","'MRY'"
"A332","'FRE'"
"757","'ZAL'"
"A321","'HHN'"
"CRJ700","'ARY'"
"ERJ145","'EEK'"
"787","'MDL'"
"A319","'YKN'"
"CRJ700","'ECH'"
"747","'WIO'"
"747","'TEM'"
"727","'KSK'"
"CRJ100","'PIP'"
"A332","'DKR'"
"737","'PMG'"
"A332","'BJM'"
"757","'NUK'"
"CRJ440","'AVA'"
"737","'GYS'"
"A319","'ORH'"
"757","'PPP'"
"CRJ440","'VDB'"
"707","'ZGR'"
"190","'EIB'"
"MD80","'DSE'"
"CRJ100","'SXX'"
"737","'PVH'"
"737","'CCV'"
"787","'CYZ'"
"CRJ100","'JKL'"
"CRJ440","'AKJ'"
"767","'EUF'"
"727","'TLQ'"
"777","'CMX'"
"A320","'MAR'"
"A319","'DRS'"
"ERJ145","'OWB'"
"ERJ145","'TUR'"
"MD80","'LNY'"
"757","'ZAJ'"
"727","'HRO'"
"737","'LFM'"
"CRJ440","'PEF'"
"787","'NOP'"
"787","'BNB'"
"727","'ALB'"
"CRJ700","'WUH'"
"CRJ700","'PFB'"
"CRJ700","'GPS'"
"A320","'GLH'"
"170","'THR'"
"757","'KZR'"
"757","'VIG'"
"170","'PUU'"
"A319","'SEY'"
"727","'LCY'"
"747","'UAK'"
"707","'MJN'"
"787","'DIR'"
"747","'RVA'"
"727","'EWK'"
"MD80","'YAX'"
"CRJ100","'THN'"
"A320","'CPX'"
"757","'TGH'"
"MD80","'ALW'"
"737","'KSS'"
"A319","'DEB'"
"737","'SLQ'"
"MD80","'KHY'"
"787","'YCY'"
"CRJ700","'DBB'"
"707","'DCI'"
"747","'THG'"
"CRJ100","'BZY'"
"A321","'CBL'"
"MD80","'ALJ'"
"777","'YQW'"
"CRJ700","'ORK'"
"737","'MBH'"
"CRJ700","'OBF'"
"787","'MWD'"
"MD80","'PBM'"
"727","'GDZ'"
"A321","'GUY'"
"190","'BEF'"
"A319","'SLU'"
"ERJ145","'NCL'"
"787","'NRN'"
"MD80","'PNK'"
"A320","'HEA'"
"737","'HOF'"
"A332","'YNG'"
"727","'YFH'"
"747","'GCM'"
"ERJ145","'SYH'"
"767","'ADK'"
"CRJ440","'MDQ'"
"747","'YCM'"
"787","'VRK'"
"A320","'BEY'"
"170","'LFW'"
"190","'BQJ'"
"787","'EUX'"
"777","'CAL'"
"190","'RIW'"
"A320","'RUK'"
"A320","'ATD'"
"747","'TAB'"
"CRJ100","'TUD'"
"737","'RPB'"
"727","'PBH'"
"727","'TTC'"
"767","'HON'"
"A321","'JZH'"
"747","'YJF'"
"737","'JVA'"
"787","'KMS'"
"CRJ700","'YGK'"
"A319","'SCZ'"
"757","'TSM'"
"A321","'DYR'"
"A320","'AKD'"
"A319","'BFH'"
"CRJ440","'IXL'"
"777","'ERI'"
"A320","'GRQ'"
"747","'USN'"
"ERJ145","'DBM'"
"737","'AKP'"
"757","'BSA'"
"747","'YQC'"
"MD80","'ABQ'"
"787","'WMP'"
"737","'SIP'"
"CRJ440","'CBM'"
"707","'GFO'"
"737","'YKY'"
"190","'XRH'"
"CRJ700","'MVB'"
"A321","'MYZ'"
"CRJ700","'LMR'"
"ERJ145","'TNM'"
"CRJ100","'TQD'"
"787","'EIY'"
"727","'VIY'"
"A321","'REB'"
"787","'FKL'"
"A320","'KGC'"
"CRJ100","'YDG'"
"MD80","'OLJ'"
"A321","'STC'"
"767","'YGL'"
"A321","'TFL'"
"CRJ100","'LER'"
"787","'CBD'"
"737","'JUB'"
"CRJ440","'SIS'"
"787","'PPS'"
"707","'YYT'"
"707","'BSK'"
"CRJ440","'NIB'"
"MD80","'OAG'"
"ERJ145","'DPL'"
"777","'SWD'"
"CRJ700","'BYK'"
"MD80","'RNB'"
"787","'LYG'"
"170","'ORP'"
"CRJ100","'SFN'"
"727","'MLS'"
"CRJ100","'IQQ'"
"A321","'JSJ'"
"727","'UOX'"
"787","'BID'"
"190","'ENK'"
"CRJ100","'FUG'"
"MD80","'KKR'"
"CRJ700","'BGE'"
"A319","'GTN'"
"747","'GYG'"
"787","'AIP'"
"707","'YZY'"
"MD80","'KFP'"
"190","'YDF'"
"170","'RJN'"
"727","'HDF'"
"190","'MYL'"
"CRJ100","'BYF'"
"A319","'BCI'"
"707","'BQJ'"
"A332","'RJK'"
"CRJ700","'DOD'"
"A332","'MYB'"
"727","'ONT'"
"777","'BOA'"
"787","'KXF'"
"767","'MLE'"
"777","'JAP'"
"737","'LGU'"
"757","'YPW'"
"170","'SYM'"
"767","'GRX'"
"CRJ440","'MXH'"
"737","'LMT'"
"727","'HRB'"
"787","'PTU'"
"MD80","'KMV'"
"A332","'BBH'"
"CRJ100","'RBB'"
"747","'VHC'"
"757","'OHE'"
"170","'FLP'"
"747","'CCV'"
"727","'BQL'"
"757","'CES'"
"767","'OHA'"
"767","'GAF'"
"777","'JQA'"
"A320","'CMA'"
"777","'VSA'"
"ERJ145","'JSR'"
"CRJ440","'KZO'"
"A320","'PLO'"
"757","'HGD'"
"737","'PNP'"
"737","'LTM'"
"190","'TTR'"
"737","'ELM'"
"A332","'RIW'"
"747","'JCR'"
"747","'KMW'"
"CRJ100","'MCW'"
"190","'MAF'"
"CRJ700","'WRB'"
"ERJ145","'RMI'"
"A332","'KNH'"
"CRJ440","'OES'"
"ERJ145","'CNP'"
"MD80","'PKB'"
"767","'HON'"
"737","'FLR'"
"A321","'CDW'"
"ERJ145","'FRC'"
"757","'OKR'"
"A332","'ZZV'"
"777","'TPP'"
"777","'DUT'"
"170","'YEV'"
"CRJ100","'LXS'"
"170","'CAB'"
"777","'PKB'"
"777","'COH'"
"A319","'EFD'"
"747","'GME'"
"A320","'MST'"
"707","'ACJ'"
"A321","'CLD'"
"A319","'PBM'"
"727","'RMF'"
"737","'HMY'"
"757","'ESD'"
"767","'NZE'"
"737","'TEM'"
"MD80","'ZBY'"
"A320","'VTU'"
"767","'IPL'"
"CRJ700","'KGY'"
"A319","'TRM'"
"ERJ145","'CPQ'"
"757","'SHV'"
"ERJ145","'OLB'"
"CRJ700","'EAU'"
"A332","'VQS'"
"A321","'PLV'"
"A320","'SDQ'"
"A321","'ZMG'"
"747","'TEA'"
"707","'AIZ'"
"A332","'KUH'"
"757","'EAU'"
"CRJ700","'DAN'"
"190","'TSL'"
"MD80","'HBR'"
"767","'KOO'"
"CRJ700","'PRB'"
"CRJ700","'BCA'"
"A332","'DWA'"
"CRJ700","'CUC'"
"ERJ145","'CSZ'"
"747","'AVW'"
"777","'KKN'"
"ERJ145","'LBW'"
"727","'MTJ'"
"767","'MEO'"
"CRJ700","'PHA'"
"767","'YRO'"
"A332","'GUY'"
"A320","'YUE'"
"737","'XNA'"
"190","'LUG'"
"A320","'SJJ'"
"CRJ440","'SBG'"
"757","'GXG'"
"MD80","'CEU'"
"747","'MFN'"
"CRJ700","'QXH'"
"777","'BHW'"
"CRJ700","'BYK'"
"787","'WMT'"
"737","'YOO'"
"A320","'SLN'"
"CRJ100","'IMK'"
"170","'THF'"
"190","'LRH'"
"A320","'ADM'"
"737","'BAV'"
"170","'HLR'"
"A332","'RIA'"
"170","'BRN'"
"190","'IIA'"
"ERJ145","'KNR'"
"787","'FAZ'"
"757","'NYR'"
"757","'IAB'"
"737","'LPM'"
"170","'PKV'"
"757","'LKP'"
"777","'RHO'"
"A321","'APK'"
"727","'NAN'"
"A320","'TUP'"
"737","'SIN'"
"A319","'XRY'"
"MD80","'AES'"
"190","'PEN'"
"757","'MYV'"
"727","'VER'"
"727","'YKA'"
"A319","'IZT'"
"A321","'STJ'"
"ERJ145","'BCN'"
"787","'SNJ'"
"A319","'CKH'"
"727","'GVA'"
"727","'AHB'"
"737","'YFC'"
"A319","'YEY'"
"CRJ440","'HND'"
"727","'JAB'"
"A321","'XMC'"
"707","'YZE'"
"CRJ100","'KRK'"
"707","'LEE'"
"A319","'RRG'"
"A320","'YAB'"
"757","'MDE'"
"777","'XCR'"
"CRJ700","'UOX'"
"777","'TOG'"
"170","'CRK'"
"CRJ700","'DWD'"
"787","'KOK'"
"757","'NCY'"
"ERJ145","'UND'"
"777","'HIO'"
"727","'YYN'"
"727","'VVC'"
"CRJ440","'BDH'"
"787","'YSK'"
"777","'GRB'"
"ERJ145","'MVZ'"
"A320","'MSC'"
"747","'KIF'"
"190","'PSX'"
"MD80","'MRE'"
"757","'ALY'"
"170","'TNA'"
"170","'MTL'"
"787","'BHW'"
"747","'SFG'"
"CRJ100","'YBY'"
"CRJ700","'RSH'"
"757","'IPN'"
"MD80","'GVA'"
"A332","'MKU'"
"A321","'TCL'"
"777","'PKW'"
"A320","'ROO'"
"757","'PIO'"
"CRJ700","'TGA'"
"170","'CWT'"
"ERJ145","'GIF'"
"CRJ700","'RIH'"
"A332","'YQG'"
"CRJ440","'GPA'"
"727","'MQJ'"
"190","'PKW'"
"777","'CWB'"
"747","'CNS'"
"A321","'UZR'"
"787","'YCN'"
"CRJ100","'OBS'"
"A332","'ISE'"
"787","'CSH'"
"CRJ700","'BID'"
"707","'RST'"
"170","'CHT'"
"707","'PXU'"
"777","'GMR'"
"CRJ100","'GBD'"
"ERJ145","'JOI'"
"767","'ILD'"
"767","'BVY'"
"A321","'GLW'"
"190","'QLS'"
"727","'QLT'"
"747","'FRI'"
"CRJ700","'NDD'"
"787","'BTR'"
"170","'TGG'"
"MD80","'YCR'"
"190","'VEE'"
"ERJ145","'YXN'"
"MD80","'CDV'"
"CRJ100","'CRL'"
"190","'IFU'"
"170","'GOO'"
"707","'CBF'"
"727","'HRT'"
"727","'QHP'"
"A320","'XFW'"
"727","'OHA'"
"777","'IPI'"
"CRJ440","'MAQ'"
"A332","'ECP'"
"A320","'PZO'"
"737","'RWL'"
"CRJ100","'ACD'"
"727","'MYU'"
"ERJ145","'VIY'"
"A321","'JAR'"
"CRJ440","'SBG'"
"CRJ100","'KIX'"
"727","'KBN'"
"727","'TSY'"
"A320","'LCJ'"
"727","'IGU'"
"A332","'MXT'"
"757","'FCO'"
"707","'YXX'"
"ERJ145","'DNK'"
"737","'LPF'"
"A319","'TKQ'"
"737","'RKZ'"
"777","'NAU'"
"170","'HEM'"
"A319","'LXN'"
"A332","'SZX'"
"707","'PQI'"
"A320","'EKT'"
"787","'CJL'"
"737","'NFG'"
"A321","'BJP'"
"A320","'TEI'"
"MD80","'ERL'"
"170","'YPR'"
"A319","'SNR'"
"757","'BBL'"
"777","'LUF'"
"767","'EWB'"
"170","'KPN'"
"767","'AXK'"
"A320","'SOY'"
"A332","'SSR'"
"A321","'IUE'"
"CRJ440","'PDL'"
"777","'CCL'"
"727","'CSX'"
"CRJ700","'PRP'"
"777","'BOR'"
"A332","'VBP'"
"767","'LNB'"
"777","'YTM'"
"CRJ700","'AAE'"
"CRJ700","'AVK'"
"CRJ700","'BLK'"
"MD80","'DIQ'"
"A321","'ILY'"
"707","'KNX'"
"747","'SDD'"
"190","'ISB'"
"757","'LTQ'"
"170","'GXQ'"
"727","'SWS'"
"777","'BRU'"
"ERJ145","'GRW'"
"A319","'PNV'"
"707","'CJF'"
"777","'VII'"
"A319","'LED'"
"A320","'KUF'"
"ERJ145","'TMM'"
"CRJ440","'YCQ'"
"ERJ145","'ATO'"
"CRJ700","'SIS'"
"MD80","'LAX'"
"MD80","'SSY'"
"CRJ440","'SOM'"
"CRJ700","'KTD'"
"787","'ERN'"
"CRJ700","'HOG'"
"CRJ700","'ANB'"
"727","'MBZ'"
"747","'EGS'"
"CRJ700","'MRQ'"
"190","'MDL'"
"A332","'SEK'"
"757","'RZE'"
"A321","'CXL'"
"727","'LYE'"
"190","'CCN'"
"CRJ100","'ZIH'"
"767","'ANX'"
"767","'NUS'"
"737","'HTI'"
"A321","'AJF'"
"ERJ145","'ADP'"
"777","'PIH'"
"190","'YVE'"
"170","'GNR'"
"190","'HAH'"
"757","'SJE'"
"A321","'VIS'"
"707","'HWD'"
"A332","'IGU'"
"MD80","'GDV'"
"737","'SQR'"
"747","'ORA'"
"CRJ700","'STN'"
"787","'JIU'"
"777","'GPL'"
"747","'SXM'"
"A319","'UJE'"
"A321","'YNP'"
"MD80","'RBD'"
"ERJ145","'MFU'"
"767","'ODH'"
"190","'AOE'"
"767","'OCJ'"
"707","'BUW'"
"787","'HYA'"
"787","'ABT'"
"CRJ700","'CNR'"
"MD80","'LOL'"
"CRJ700","'ADL'"
"737","'AMS'"
"170","'KJH'"
"707","'SXB'"
"MD80","'TLM'"
"A320","'LMQ'"
"A320","'KZS'"
"737","'CKH'"
"767","'PEF'"
"A319","'CZF'"
"A319","'KRC'"
"777","'IWJ'"
"CRJ700","'LWM'"
"CRJ100","'KRB'"
"737","'LTT'"
"A320","'MIG'"
"A332","'ABR'"
"ERJ145","'EKN'"
"727","'ZAH'"
"CRJ700","'VEY'"
"A320","'MRK'"
"CRJ100","'PPL'"
"A321","'YDN'"
"777","'BDJ'"
"MD80","'NKT'"
"737","'QRM'"
"767","'JMO'"
"190","'KNA'"
"A320","'ATM'"
"757","'ZFM'"
"CRJ700","'NMC'"
"767","'HKD'"
"CRJ100","'SRP'"
"CRJ700","'NQA'"
"A320","'TLE'"
"727","'AKH'"
"190","'DLD'"
"777","'KFA'"
"190","'SZW'"
"ERJ145","'JHQ'"
"CRJ100","'GRK'"
"787","'JAP'"
"ERJ145","'PJM'"
"A321","'ZAG'"
"727","'HTT'"
"787","'CRC'"
"A320","'UTH'"
"A321","'QPS'"
"A319","'LUD'"
"757","'HME'"
"CRJ100","'BIB'"
"707","'NDC'"
"767","'CAE'"
"CRJ700","'YNM'"
"190","'ILF'"
"767","'GGT'"
"A319","'LGW'"
"MD80","'GXQ'"
"CRJ440","'MAO'"
"707","'WSD'"
"A319","'LUK'"
"787","'SEE'"
"A321","'OHS'"
"A332","'VPE'"
"ERJ145","'PBM'"
"A321","'SCZ'"
"747","'LSI'"
"CRJ700","'YQU'"
"A319","'DRV'"
"787","'CHS'"
"CRJ700","'MSW'"
"CRJ700","'YRL'"
"737","'CGF'"
"CRJ100","'CJC'"
"747","'CYG'"
"CRJ100","'OCW'"
"777","'SRI'"
"787","'GZW'"
"737","'KJA'"
"A319","'YBB'"
"787","'LZN'"
"190","'PCR'"
"CRJ700","'RRK'"
"767","'TUU'"
"747","'SIF'"
"CRJ100","'UBP'"
"CRJ440","'WGA'"
"MD80","'MTZ'"
"CRJ440","'SZT'"
"ERJ145","'UGO'"
"170","'RDC'"
"777","'BGX'"
"787","'EUQ'"
"MD80","'YGW'"
"170","'AMC'"
"A319","'NLV'"
"777","'CBO'"
"737","'GJM'"
"787","'WUA'"
"170","'AMT'"
"707","'FUT'"
"170","'PVA'"
"727","'IEG'"
"CRJ100","'AUA'"
"170","'MTT'"
"CRJ440","'SCI'"
"777","'LGW'"
"757","'BCH'"
"707","'TKT'"
"190","'IAO'"
"CRJ100","'AJN'"
"MD80","'KET'"
"A320","'MIA'"
"767","'JSH'"
"777","'RDM'"
"ERJ145","'KLN'"
"CRJ700","'TGG'"
"757","'SGE'"
"757","'YAK'"
"CRJ440","'ADQ'"
"170","'KHI'"
"A321","'BBL'"
"A320","'JOJ'"
"CRJ440","'YNP'"
"757","'CFC'"
"CRJ100","'OZH'"
"767","'FOG'"
"747","'DZA'"
"CRJ100","'ATQ'"
"A332","'LIL'"
"757","'DIA'"
"A321","'ELS'"
"787","'MAO'"
"CRJ440","'PUC'"
"767","'SKG'"
"190","'HQM'"
"737","'YYU'"
"ERJ145","'LCC'"
"CRJ100","'GRB'"
"A319","'CKV'"
"777","'BHM'"
"170","'YPM'"
"A321","'ADQ'"
"ERJ145","'UTO'"
"707","'LBB'"
"727","'HME'"
"757","'TET'"
"787","'FEL'"
"ERJ145","'NEC'"
"190","'YVQ'"
"CRJ700","'KLR'"
"CRJ100","'RAP'"
"190","'AZD'"
"777","'ZSA'"
"MD80","'HUQ'"
"CRJ440","'YIK'"
"CRJ700","'AXM'"
"747","'GRX'"
"777","'NSI'"
"CRJ700","'IPA'"
"757","'MGC'"
"727","'TQS'"
"737","'YEO'"
"737","'ACS'"
"777","'YNL'"
"CRJ700","'KTD'"
"A320","'YRO'"
"CRJ440","'BAZ'"
"190","'JKR'"
"CRJ440","'PHS'"
"A319","'SDF'"
"767","'COH'"
"A320","'CAT'"
"A321","'GDE'"
"707","'GOU'"
"A320","'LKZ'"
"747","'LLE'"
"A321","'YZG'"
"A321","'TRG'"
"170","'RIH'"
"CRJ100","'SOY'"
"767","'STA'"
"CRJ100","'LWO'"
"190","'YEM'"
"757","'VIC'"
"767","'LZY'"
"CRJ100","'RAB'"
"777","'KRQ'"
"170","'LEL'"
"A321","'VDS'"
"A332","'IQA'"
"CRJ700","'GLK'"
"A321","'JZH'"
"170","'SAK'"
"777","'MXZ'"
"CRJ100","'GIU'"
"A319","'USS'"
"A321","'RSU'"
"757","'ATA'"
"MD80","'HGN'"
"727","'ROO'"
"777","'OZZ'"
"A320","'BRW'"
"CRJ440","'CPT'"
"190","'OLC'"
"A320","'ZJN'"
"MD80","'TYF'"
"757","'SYJ'"
"767","'CIT'"
"A320","'LUF'"
"787","'PLW'"
"737","'CTH'"
"727","'RSH'"
"A320","'LUN'"
"190","'MQU'"
"MD80","'ZNE'"
"A319","'YGK'"
"777","'LUF'"
"757","'QYD'"
"A332","'BNN'"
"727","'GYU'"
"727","'NIB'"
"CRJ440","'EGI'"
"ERJ145","'GRW'"
"727","'ODO'"
"747","'BGZ'"
"787","'BBP'"
"MD80","'WEI'"
"MD80","'LLI'"
"777","'RSA'"
"A321","'TQS'"
"707","'BYI'"
"170","'KCH'"
"170","'MOI'"
"767","'UMS'"
"727","'MAF'"
"767","'BVE'"
"ERJ145","'VTE'"
"737","'CGB'"
"A320","'VIC'"
"CRJ100","'TLX'"
"A320","'TRW'"
"747","'JBR'"
"170","'TIR'"
"MD80","'BSR'"
"787","'SCH'"
"170","'NYU'"
"777","'EIB'"
"CRJ700","'YST'"
"777","'NTI'"
"767","'ZIN'"
"CRJ100","'PMI'"
"767","'ANF'"
"767","'TLI'"
"A320","'VNC'"
"A319","'SPW'"
"737","'CEQ'"
"757","'MZQ'"
"CRJ440","'LFI'"
"737","'BCD'"
"747","'FFT'"
"CRJ440","'SWS'"
"170","'DLG'"
"707","'WLH'"
"ERJ145","'AFT'"
"757","'ANS'"
"170","'KCM'"
"CRJ440","'GWO'"
"170","'YOG'"
"767","'MQF'"
"747","'CGD'"
"A332","'GFL'"
"767","'TRG'"
"767","'HTV'"
"170","'KDY'"
"707","'DIL'"
"757","'ZAR'"
"CRJ700","'JSJ'"
"787","'YCH'"
"767","'BUA'"
"727","'BGE'"
"737","'YCT'"
"747","'LPF'"
"CRJ100","'GUW'"
"707","'BUX'"
"190","'IDY'"
"A320","'FMA'"
"A320","'ZSE'"
"A321","'SFB'"
"757","'JIQ'"
"767","'AHB'"
"A319","'ADF'"
"A320","'CLW'"
"777","'AID'"
"777","'WMX'"
"727","'MLM'"
"767","'KPV'"
"727","'HEK'"
"A321","'PPB'"
"757","'IRA'"
"767","'ONT'"
"737","'MEG'"
"737","'ONO'"
"A319","'VAG'"
"A319","'BMO'"
"MD80","'PBH'"
"190","'FST'"
"ERJ145","'MDS'"
"707","'NQU'"
"CRJ700","'IXM'"
"787","'SLA'"
"787","'OFF'"
"A319","'MLC'"
"777","'YCS'"
"767","'BCD'"
"727","'BOO'"
"CRJ440","'SFZ'"
"A321","'KIX'"
"737","'TND'"
"727","'ZSJ'"
"737","'BPI'"
"CRJ440","'NGA'"
"747","'YIN'"
"A321","'OBS'"
"CRJ440","'SGF'"
"A319","'RME'"
"A320","'WLD'"
"767","'AMS'"
"CRJ100","'BBC'"
"CRJ440","'FRJ'"
"707","'WRG'"
"ERJ145","'GOO'"
"A319","'HUY'"
"767","'IAB'"
"707","'FFU'"
"A321","'HBG'"
"A320","'SDE'"
"170","'MSA'"
"CRJ440","'FLG'"
"A321","'OXC'"
"747","'NLP'"
"A319","'QXH'"
"757","'ZAD'"
"CRJ100","'LLI'"
"ERJ145","'SEF'"
"787","'CSV'"
"MD80","'COQ'"
"MD80","'BNX'"
"747","'WMN'"
"MD80","'LFK'"
"767","'AUY'"
"A321","'SIN'"
"757","'GBB'"
"CRJ440","'TSB'"
"CRJ440","'DYU'"
"747","'ORP'"
"MD80","'RME'"
"707","'MTN'"
"777","'HIA'"
"767","'CGX'"
"787","'YCN'"
"A332","'OMB'"
"ERJ145","'KGW'"
"ERJ145","'BTM'"
"170","'ICT'"
"707","'TOW'"
"190","'PZO'"
"747","'FAR'"
"727","'GNV'"
"747","'BWO'"
"727","'INL'"
"A319","'HAO'"
"767","'ORT'"
"777","'WRY'"
"A321","'GYA'"
"A332","'VQQ'"
"CRJ440","'JCK'"
"170","'ATZ'"
"190","'PTA'"
"757","'ZQN'"
"A319","'WKK'"
"707","'TKK'"
"767","'MJC'"
"ERJ145","'YQS'"
"CRJ700","'TCB'"
"A320","'LAP'"
"777","'LKV'"
"787","'SMI'"
"190","'LBB'"
"CRJ100","'YNO'"
"170","'PFB'"
"A332","'LPI'"
"A321","'BVE'"
"190","'KEF'"
"767","'HUT'"
"190","'ODE'"
"CRJ700","'YOL'"
"MD80","'GZA'"
"170","'TOD'"
"A319","'ERD'"
"707","'KZC'"
"CRJ700","'CAT'"
"747","'RSA'"
"ERJ145","'MDQ'"
"CRJ100","'GBB'"
"A320","'HSL'"
"727","'TMF'"
"ERJ145","'POM'"
"A321","'DDG'"
"727","'ZND'"
"727","'MZH'"
"787","'ESK'"
"CRJ100","'RUR'"
